rank	mrna name	mirna name
7681	ARL8B|55207	hsa-miR-23a-3p
7682	ZNF3|7551	hsa-miR-130a-3p
7683	CDKN1B|1027	hsa-miR-196b-5p
7684	ITGA5|3678	hsa-miR-22-3p
7685	TMEM123|114908	hsa-miR-125b-5p
7686	CTNNBIP1|56998	hsa-miR-10b-5p
7687	ADAMTS2|9509	hsa-miR-29b-3p
7688	ARFGAP2|84364	hsa-miR-24-3p
7689	ATPAF1|64756	hsa-let-7d-5p
7690	BAMBI|25805	hsa-miR-19a-3p
7691	TARDBP|23435	hsa-miR-143-3p
7692	MTMR1|8776	hsa-miR-148a-3p
7693	NR6A1|2649	hsa-let-7a-5p
7694	NEK3|4752	hsa-let-7f-5p
7695	ANKRD40|91369	hsa-miR-218-5p
7696	DDX19B|11269	hsa-let-7d-5p
7697	LSM2|57819	hsa-miR-26b-5p
7698	UBE2G1|7326	hsa-miR-30a-3p
7699	PGM1|5236	hsa-miR-30c-5p
7700	IGF2BP2|10644	hsa-miR-9-5p
7701	GPR183|1880	hsa-miR-103a-3p
7702	DCAF15|90379	hsa-let-7b-5p
7703	NUDC|10726	hsa-miR-194-5p
7704	IMP3|55272	hsa-miR-145-5p
7705	ARL3|403	hsa-miR-16-5p
7706	MOAP1|64112	hsa-miR-500a-3p
7707	SAFB|6294	hsa-miR-23b-3p
7708	DMWD|1762	hsa-miR-141-3p
7709	GLOD4|51031	hsa-miR-378a-3p
7710	CCDC88A|55704	hsa-miR-199a-3p
7711	ZNF525|170958	hsa-miR-338-3p
7712	NDUFB2|4708	hsa-miR-149-5p
7713	IL13RA1|3597	hsa-miR-128-3p
7714	SOX4|6659	hsa-miR-19a-3p
7715	WAPAL|23063	hsa-miR-200c-3p
7716	ADSS|159	hsa-miR-19b-3p
7717	GNAI2|2771	hsa-miR-30c-5p
7718	BAG2|9532	hsa-miR-181a-5p
7719	PRPF38A|84950	hsa-miR-16-5p
7720	HEBP1|50865	hsa-miR-532-5p
7721	ERO1L|30001	hsa-let-7f-5p
7722	LOXL2|4017	hsa-miR-26b-5p
7723	GPR137B|7107	hsa-miR-93-5p
7724	DNAJC9|23234	hsa-miR-135b-5p
7725	CCDC88A|55704	hsa-miR-199b-3p
7726	C15orf39|56905	hsa-let-7b-5p
7727	AP2M1|1173	hsa-miR-423-5p
7728	CROCC|9696	hsa-miR-99b-5p
7729	SHOC2|8036	hsa-miR-16-5p
7730	PFKP|5214	hsa-miR-20b-5p
7731	KREMEN2|79412	hsa-miR-29a-3p
7732	MKRN1|23608	hsa-miR-181a-5p
7733	DLGAP1|9229	hsa-miR-30a-5p
7734	TMEM87A|25963	hsa-miR-92a-3p
7735	C1orf131|128061	hsa-miR-144-5p
7736	CREBZF|58487	hsa-miR-26b-5p
7737	ACVR2A|92	hsa-miR-199a-3p
7738	NTNG1|22854	hsa-miR-182-5p
7739	SLC30A6|55676	hsa-miR-671-5p
7740	SURF4|6836	hsa-let-7a-5p
7741	DTNA|1837	hsa-miR-146b-5p
7742	ANKRD17|26057	hsa-miR-30a-5p
7743	CDC42SE2|56990	hsa-miR-218-5p
7744	RPL37|6167	hsa-miR-181a-2-3p
7745	FBXO45|200933	hsa-miR-30c-5p
7746	SYNCRIP|10492	hsa-let-7f-5p
7747	CNOT6L|246175	hsa-miR-16-5p
7748	DIRC2|84925	hsa-miR-196b-5p
7749	LETMD1|25875	hsa-miR-27b-3p
7750	TMED5|50999	hsa-miR-23a-3p
7751	HARS|3035	hsa-miR-191-5p
7752	RHOQ|23433	hsa-miR-26a-5p
7753	APBB3|10307	hsa-let-7g-5p
7754	SLC35D2|11046	hsa-let-7i-5p
7755	MT2A|4502	hsa-miR-143-3p
7756	ADD3|120	hsa-miR-200c-3p
7757	ACVR2A|92	hsa-miR-199b-3p
7758	RNF145|153830	hsa-miR-19a-3p
7759	ARFIP1|27236	hsa-miR-320a
7760	CUTA|51596	hsa-miR-483-5p
7761	C12orf75|387882	hsa-miR-452-5p
7762	MLLT11|10962	hsa-miR-3065-3p
7763	THOC2|57187	hsa-miR-30e-3p
7764	MKNK2|2872	hsa-miR-361-3p
7765	SLC44A4|80736	hsa-miR-1307-3p
7766	KLF10|7071	hsa-miR-30d-5p
7767	PAFAH1B1|5048	hsa-miR-16-5p
7768	TACC1|6867	hsa-miR-16-5p
7769	CERCAM|51148	hsa-let-7b-5p
7770	ABCE1|6059	hsa-miR-29a-3p
7771	C19orf53|28974	hsa-let-7b-5p
7772	UBE2D3|7323	hsa-miR-30d-5p
7773	SMS|6611	hsa-miR-29c-3p
7774	EIF4E3|317649	hsa-miR-9-5p
7775	ZNF784|147808	hsa-let-7c-5p
7776	NDST2|8509	hsa-let-7b-5p
7777	MINK1|50488	hsa-miR-93-5p
7778	SPTLC1|10558	hsa-miR-424-5p
7779	IFI44|10561	hsa-miR-126-5p
7780	ZMYM3|9203	hsa-miR-191-5p
7781	LIPA|3988	hsa-miR-125a-5p
7782	MCFD2|90411	hsa-miR-200b-3p
7783	RASGEF1B|153020	hsa-miR-16-5p
7784	TARBP2|6895	hsa-miR-16-5p
7785	STYXL1|51657	hsa-miR-127-3p
7786	ARHGEF19|128272	hsa-miR-3065-3p
7787	CCNE2|9134	hsa-miR-30c-5p
7788	CD46|4179	hsa-miR-141-5p
7789	AGTRAP|57085	hsa-miR-125b-5p
7790	AZIN1|51582	hsa-miR-30e-5p
7791	LY6K|54742	hsa-miR-24-3p
7792	VPS45|11311	hsa-miR-143-3p
7793	SBDS|51119	hsa-miR-182-5p
7794	XBP1|7494	hsa-miR-34a-5p
7795	GFOD1|54438	hsa-miR-103a-3p
7796	IGF2BP2|10644	hsa-let-7i-5p
7797	CUEDC2|79004	hsa-miR-324-5p
7798	MED8|112950	hsa-let-7d-5p
7799	ANAPC13|25847	hsa-let-7b-5p
7800	C10orf137|26098	hsa-miR-27a-3p
7801	CORO1B|57175	hsa-miR-151a-5p
7802	CDK5RAP3|80279	hsa-miR-708-3p
7803	GCA|25801	hsa-miR-27a-3p
7804	XYLT2|64132	hsa-miR-92a-3p
7805	MAGED4|728239	hsa-miR-141-3p
7806	DLST|1743	hsa-let-7b-5p
7807	PAIP1|10605	hsa-miR-221-3p
7808	CCS|9973	hsa-miR-146b-3p
7809	DNAJC19|131118	hsa-miR-30e-3p
7810	LIMA1|51474	hsa-miR-106b-5p
7811	C5orf15|56951	hsa-miR-29a-3p
7812	VRK3|51231	hsa-miR-23b-3p
7813	TCHP|84260	hsa-miR-146b-3p
7814	NGF|4803	hsa-let-7f-5p
7815	TMEM100|55273	hsa-miR-16-5p
7816	MKL2|57496	hsa-miR-145-5p
7817	ARPP19|10776	hsa-miR-19b-3p
7818	SLC33A1|9197	hsa-miR-182-5p
7819	RAB3D|9545	hsa-miR-30e-5p
7820	CYFIP1|23191	hsa-miR-22-3p
7821	ZNF33A|7581	hsa-miR-152-3p
7822	DSTYK|25778	hsa-miR-92a-3p
7823	KCTD3|51133	hsa-miR-29a-3p
7824	SAR1B|51128	hsa-miR-93-5p
7825	RAB18|22931	hsa-miR-19a-3p
7826	USP38|84640	hsa-let-7e-5p
7827	ZNF282|8427	hsa-miR-29c-3p
7828	SALL4|57167	hsa-let-7c-5p
7829	SLC20A2|6575	hsa-miR-199a-3p
7830	ARL4D|379	hsa-let-7a-5p
7831	CCT4|10575	hsa-miR-361-5p
7832	ARCN1|372	hsa-miR-125a-5p
7833	MEX3B|84206	hsa-miR-30b-5p
7834	NPEPPS|9520	hsa-miR-181b-5p
7835	C12orf23|90488	hsa-miR-23b-3p
7836	PRNP|5621	hsa-miR-148b-3p
7837	BOLA3|388962	hsa-miR-103a-3p
7838	SSR3|6747	hsa-miR-30e-5p
7839	KALRN|8997	hsa-miR-25-3p
7840	GPR137C|283554	hsa-miR-30e-3p
7841	BCAT1|586	hsa-let-7f-5p
7842	INPPL1|3636	hsa-miR-423-5p
7843	FMR1|2332	hsa-miR-130a-3p
7844	CSDE1|7812	hsa-miR-15b-5p
7845	BRD7|29117	hsa-miR-191-5p
7846	LBR|3930	hsa-let-7b-5p
7847	ZYG11B|79699	hsa-miR-181a-2-3p
7848	KIAA2013|90231	hsa-miR-19a-3p
7849	TAB2|23118	hsa-miR-199a-3p
7850	B4GALT6|9331	hsa-miR-148a-3p
7851	ZNF710|374655	hsa-let-7c-5p
7852	C19orf54|284325	hsa-miR-24-3p
7853	MKNK1|8569	hsa-miR-15b-5p
7854	CETN3|1070	hsa-miR-199a-3p
7855	TAP1|6890	hsa-miR-532-5p
7856	SLC20A2|6575	hsa-miR-199b-3p
7857	MTOR|2475	hsa-miR-199a-3p
7858	CCT3|7203	hsa-miR-149-5p
7859	SMARCAD1|56916	hsa-let-7e-5p
7860	GABARAP|11337	hsa-miR-185-5p
7861	TNFRSF1A|7132	hsa-miR-29b-3p
7862	DEK|7913	hsa-miR-200a-3p
7863	TBC1D17|79735	hsa-miR-17-5p
7864	ISLR|3671	hsa-let-7i-5p
7865	MMP14|4323	hsa-miR-22-3p
7866	PEG10|23089	hsa-let-7c-5p
7867	ARPC5L|81873	hsa-miR-17-3p
7868	SEMA4C|54910	hsa-let-7b-5p
7869	STOX2|56977	hsa-miR-30e-5p
7870	TMEM170B|100113407	hsa-miR-30b-5p
7871	DUSP1|1843	hsa-miR-200c-3p
7872	SH3GL1|6455	hsa-miR-874-3p
7873	DPH3|285381	hsa-let-7d-5p
7874	AES|166	hsa-miR-99b-3p
7875	TAB2|23118	hsa-miR-199b-3p
7876	ASRGL1|80150	hsa-miR-199b-5p
7877	FASN|2194	hsa-miR-424-5p
7878	BCL2L13|23786	hsa-miR-182-5p
7879	GNAI2|2771	hsa-miR-1269a
7880	EFNA1|1942	hsa-miR-21-5p
7881	WDFY1|57590	hsa-miR-29b-3p
7882	CETN3|1070	hsa-miR-199b-3p
7883	CSAD|51380	hsa-miR-30d-5p
7884	DUSP1|1843	hsa-let-7b-5p
7885	NAV1|89796	hsa-miR-29c-3p
7886	MARCH3|115123	hsa-miR-148a-3p
7887	MTOR|2475	hsa-miR-199b-3p
7888	C2orf88|84281	hsa-miR-378a-3p
7889	KLHL2|11275	hsa-miR-93-5p
7890	CAST|831	hsa-miR-19b-3p
7891	CCNJ|54619	hsa-miR-200b-3p
7892	EFHD2|79180	hsa-let-7f-5p
7893	EIF4EBP1|1978	hsa-miR-125b-5p
7894	HOMER1|9456	hsa-miR-19b-3p
7895	DYRK1B|9149	hsa-miR-148a-3p
7896	ACOX1|51	hsa-miR-199a-3p
7897	RAB6A|5870	hsa-miR-192-5p
7898	HIRA|7290	hsa-miR-30e-3p
7899	SLC9A6|10479	hsa-miR-15a-5p
7900	MAPK7|5598	hsa-miR-200c-3p
7901	MARCKSL1|65108	hsa-miR-23b-3p
7902	SNAPIN|23557	hsa-miR-148a-3p
7903	PCTP|58488	hsa-let-7b-5p
7904	EMX2|2018	hsa-miR-22-3p
7905	CALCB|797	hsa-miR-21-5p
7906	CHST2|9435	hsa-miR-30e-5p
7907	SCD|6319	hsa-let-7e-5p
7908	OTUD3|23252	hsa-miR-92a-3p
7909	MACROD1|28992	hsa-miR-22-3p
7910	C6orf120|387263	hsa-miR-27a-3p
7911	CDK14|5218	hsa-miR-206
7912	TET3|200424	hsa-let-7b-5p
7913	NDFIP1|80762	hsa-miR-20a-3p
7914	ATP5F1|515	hsa-miR-199a-3p
7915	ACOX1|51	hsa-miR-199b-3p
7916	ZNF180|7733	hsa-miR-188-3p
7917	UAP1|6675	hsa-miR-27b-3p
7918	ARRB2|409	hsa-miR-199a-5p
7919	RAC1|5879	hsa-miR-574-3p
7920	MANBA|4126	hsa-miR-181a-2-3p
7921	OGN|4969	hsa-miR-379-5p
7922	COL27A1|85301	hsa-let-7c-5p
7923	CHD1|1105	hsa-miR-30c-5p
7924	ADAT2|134637	hsa-miR-10a-5p
7925	SESTD1|91404	hsa-miR-29c-3p
7926	BTBD7|55727	hsa-miR-19b-3p
7927	HDDC3|374659	hsa-miR-125b-5p
7928	TSHZ1|10194	hsa-miR-130b-3p
7929	MDM4|4194	hsa-let-7d-5p
7930	TMEM170A|124491	hsa-miR-182-5p
7931	SLC35E3|55508	hsa-miR-24-3p
7932	TBCA|6902	hsa-miR-181a-2-3p
7933	MAP2K4|6416	hsa-miR-92b-3p
7934	IRF1|3659	hsa-miR-130b-3p
7935	PLXND1|23129	hsa-let-7a-5p
7936	PMAIP1|5366	hsa-miR-500a-3p
7937	ATP5F1|515	hsa-miR-199b-3p
7938	COL9A2|1298	hsa-miR-181a-3p
7939	RDX|5962	hsa-let-7e-5p
7940	DIS3L2|129563	hsa-miR-125b-5p
7941	PSMD1|5707	hsa-miR-1307-3p
7942	PTPN21|11099	hsa-miR-200c-3p
7943	UBE2B|7320	hsa-miR-103a-3p
7944	PSMB8|5696	hsa-miR-451a
7945	NPHP3|27031	hsa-miR-22-3p
7946	C2orf69|205327	hsa-miR-23a-3p
7947	GFPT1|2673	hsa-miR-30a-3p
7948	HBP1|26959	hsa-miR-130a-3p
7949	BAG5|9529	hsa-miR-22-3p
7950	AKT1S1|84335	hsa-miR-505-5p
7951	HLA-C|3107	hsa-miR-152-3p
7952	DGCR6|8214	hsa-miR-199a-5p
7953	FLI1|2313	hsa-miR-193b-3p
7954	TMEM192|201931	hsa-miR-10b-5p
7955	STK40|83931	hsa-let-7a-5p
7956	CAPRIN2|65981	hsa-miR-93-5p
7957	NPM1|4869	hsa-miR-17-5p
7958	EXOC1|55763	hsa-miR-23a-3p
7959	ASPH|444	hsa-miR-501-3p
7960	DACT3|147906	hsa-miR-9-5p
7961	GMIP|51291	hsa-miR-125b-5p
7962	TNFSF13|8741	hsa-miR-185-5p
7963	COIL|8161	hsa-let-7d-5p
7964	PBX3|5090	hsa-miR-320a
7965	KIAA0247|9766	hsa-miR-424-5p
7966	PPP1R3F|89801	hsa-miR-99b-5p
7967	PBX3|5090	hsa-miR-20a-5p
7968	KDELR1|10945	hsa-miR-182-5p
7969	GSG1L|146395	hsa-miR-432-3p
7970	MRPL19|9801	hsa-miR-218-5p
7971	HAUS8|93323	hsa-miR-20b-5p
7972	ZNF174|7727	hsa-miR-199a-3p
7973	PCGF6|84108	hsa-miR-9-5p
7974	SUN1|23353	hsa-miR-92a-3p
7975	CTSC|1075	hsa-miR-23a-3p
7976	KIAA1279|26128	hsa-miR-92b-3p
7977	BTG3|10950	hsa-miR-106a-5p
7978	CTSK|1513	hsa-miR-17-5p
7979	PLOD2|5352	hsa-miR-24-3p
7980	ATG4A|115201	hsa-miR-24-3p
7981	PRPF38B|55119	hsa-let-7g-5p
7982	H3F3C|440093	hsa-miR-10b-5p
7983	ZNF280D|54816	hsa-miR-23b-3p
7984	UQCRFS1|7386	hsa-miR-23b-3p
7985	C18orf25|147339	hsa-miR-152-3p
7986	MKRN3|7681	hsa-miR-30c-5p
7987	TET3|200424	hsa-let-7c-5p
7988	CAB39|51719	hsa-miR-103a-3p
7989	MFSD10|10227	hsa-miR-22-3p
7990	PPT2|9374	hsa-let-7a-5p
7991	PDK1|5163	hsa-miR-30e-3p
7992	ZNF844|284391	hsa-miR-188-3p
7993	VAMP7|6845	hsa-miR-218-5p
7994	C1orf123|54987	hsa-miR-22-3p
7995	COX7A2L|9167	hsa-miR-20a-5p
7996	PTEN|5728	hsa-miR-29c-3p
7997	STOX2|56977	hsa-miR-30a-5p
7998	ZFAND5|7763	hsa-miR-10a-5p
7999	LIMK1|3984	hsa-miR-27b-3p
8000	INO80|54617	hsa-miR-148b-3p
8001	SMUG1|23583	hsa-let-7c-5p
8002	ZNF174|7727	hsa-miR-199b-3p
8003	NAB2|4665	hsa-miR-199a-5p
8004	TNNI1|7135	hsa-miR-361-3p
8005	TPM4|7171	hsa-miR-582-3p
8006	ZNF586|54807	hsa-miR-188-3p
8007	FGD4|121512	hsa-miR-17-5p
8008	NSMAF|8439	hsa-miR-92a-3p
8009	SFRP4|6424	hsa-miR-143-3p
8010	MIER3|166968	hsa-miR-30c-5p
8011	USP22|23326	hsa-miR-30a-5p
8012	TRO|7216	hsa-miR-30a-5p
8013	PTAR1|375743	hsa-let-7b-5p
8014	WBP11|51729	hsa-miR-10a-5p
8015	RBM25|58517	hsa-miR-23a-3p
8016	TRMT112|51504	hsa-miR-15a-5p
8017	ATXN1|6310	hsa-miR-19b-3p
8018	SMS|6611	hsa-miR-103a-3p
8019	COL4A2|1284	hsa-let-7c-5p
8020	ATG9A|79065	hsa-miR-15b-5p
8021	ZNF287|57336	hsa-miR-23a-3p
8022	IGDCC4|57722	hsa-miR-10b-5p
8023	URM1|81605	hsa-miR-151a-3p
8024	CCM2|83605	hsa-miR-19a-3p
8025	ARL8A|127829	hsa-miR-103a-3p
8026	SKIL|6498	hsa-let-7f-5p
8027	ABI3|51225	hsa-miR-148a-3p
8028	UXS1|80146	hsa-miR-93-5p
8029	MRPS2|51116	hsa-miR-424-5p
8030	RAB15|376267	hsa-let-7d-5p
8031	LAMA5|3911	hsa-miR-100-5p
8032	MOGS|7841	hsa-miR-143-3p
8033	TSPAN1|10103	hsa-miR-361-3p
8034	TPM4|7171	hsa-miR-143-3p
8035	GNG5|2787	hsa-miR-98-5p
8036	NINL|22981	hsa-miR-199b-5p
8037	PMEPA1|56937	hsa-miR-301a-3p
8038	EHD4|30844	hsa-miR-9-5p
8039	CCNT2|905	hsa-miR-30a-3p
8040	TTC38|55020	hsa-miR-146b-3p
8041	DDTL|100037417	hsa-let-7a-5p
8042	RINT1|60561	hsa-miR-145-5p
8043	TUBB6|84617	hsa-miR-15b-3p
8044	PBX3|5090	hsa-let-7i-5p
8045	SLC25A24|29957	hsa-let-7b-5p
8046	HDAC8|55869	hsa-miR-10a-5p
8047	RAN|5901	hsa-miR-134-5p
8048	SNX22|79856	hsa-miR-10b-5p
8049	PI4KA|5297	hsa-miR-148a-3p
8050	MAPK1|5594	hsa-miR-143-3p
8051	ZBTB34|403341	hsa-miR-29c-3p
8052	TESK2|10420	hsa-miR-9-5p
8053	APOBEC3F|200316	hsa-miR-660-5p
8054	SMAD7|4092	hsa-miR-15b-5p
8055	SERBP1|26135	hsa-miR-148a-3p
8056	NIPSNAP1|8508	hsa-miR-24-3p
8057	SLC25A22|79751	hsa-miR-22-3p
8058	HIST1H2BK|85236	hsa-miR-21-5p
8059	KPNA6|23633	hsa-miR-19a-3p
8060	ZNF800|168850	hsa-miR-17-5p
8061	KCTD21|283219	hsa-miR-24-3p
8062	IGF2BP1|10642	hsa-miR-196b-5p
8063	NGF|4803	hsa-let-7e-5p
8064	PRTG|283659	hsa-miR-23a-3p
8065	KIAA0922|23240	hsa-miR-23a-3p
8066	C1orf43|25912	hsa-miR-148a-3p
8067	ZCCHC9|84240	hsa-let-7i-5p
8068	TBC1D1|23216	hsa-miR-125b-5p
8069	S1PR3|1903	hsa-miR-126-5p
8070	PNRC2|55629	hsa-miR-130a-5p
8071	MBP|4155	hsa-miR-199a-5p
8072	CCNT2|905	hsa-miR-30d-5p
8073	IFI6|2537	hsa-miR-589-5p
8074	ATP6V1A|523	hsa-miR-199a-3p
8075	GIMAP8|155038	hsa-miR-10b-5p
8076	RUNX2|860	hsa-miR-30a-5p
8077	SNX7|51375	hsa-miR-9-5p
8078	RPL37|6167	hsa-miR-30e-5p
8079	ANKRD36|375248	hsa-miR-27a-3p
8080	ZFP36L1|677	hsa-miR-18a-5p
8081	MAP7D1|55700	hsa-miR-423-5p
8082	SPOCK1|6695	hsa-miR-19a-3p
8083	RPL37|6167	hsa-miR-342-3p
8084	CCND1|595	hsa-miR-19b-3p
8085	FXR1|8087	hsa-miR-152-3p
8086	PBX2|5089	hsa-miR-185-5p
8087	ZNF669|79862	hsa-miR-199a-5p
8088	MKNK2|2872	hsa-miR-17-5p
8089	BIN3|55909	hsa-let-7c-5p
8090	CXCL16|58191	hsa-miR-99b-5p
8091	TRIM23|373	hsa-miR-27a-3p
8092	PRPS1|5631	hsa-miR-2355-5p
8093	AVEN|57099	hsa-miR-30a-5p
8094	ATP6V1A|523	hsa-miR-199b-3p
8095	MAFB|9935	hsa-miR-148b-3p
8096	RLIM|51132	hsa-miR-199a-5p
8097	TCFL5|10732	hsa-miR-92a-3p
8098	REV1|51455	hsa-miR-30c-5p
8099	NME1|4830	hsa-miR-28-3p
8100	PPP5C|5536	hsa-miR-324-3p
8101	SEC61A1|29927	hsa-miR-27b-3p
8102	MAF|4094	hsa-miR-130b-3p
8103	ERGIC3|51614	hsa-miR-151a-5p
8104	GNPDA1|10007	hsa-miR-30c-5p
8105	CXXC5|51523	hsa-miR-199a-3p
8106	LIN7B|64130	hsa-miR-17-5p
8107	SLC24A3|57419	hsa-miR-199a-5p
8108	SOCS1|8651	hsa-let-7a-5p
8109	MAFK|7975	hsa-miR-22-3p
8110	CKAP4|10970	hsa-miR-200c-3p
8111	DKK3|27122	hsa-miR-574-3p
8112	ZNF616|90317	hsa-miR-766-3p
8113	CRKL|1399	hsa-miR-193b-3p
8114	ZNF420|147923	hsa-miR-23a-3p
8115	ATP5G2|517	hsa-miR-125a-5p
8116	TMOD2|29767	hsa-miR-191-5p
8117	PMEPA1|56937	hsa-miR-130b-3p
8118	TMEM158|25907	hsa-miR-1307-3p
8119	SOX4|6659	hsa-miR-93-5p
8120	ARL4C|10123	hsa-miR-338-3p
8121	ARL4A|10124	hsa-miR-30b-5p
8122	EFNA5|1946	hsa-miR-29a-3p
8123	CHN1|1123	hsa-miR-205-5p
8124	VMA21|203547	hsa-miR-145-5p
8125	CXXC5|51523	hsa-miR-199b-3p
8126	LBR|3930	hsa-miR-200b-3p
8127	PGBD2|267002	hsa-miR-30a-5p
8128	POP7|10248	hsa-miR-130b-3p
8129	COL7A1|1294	hsa-miR-29b-3p
8130	KIF23|9493	hsa-miR-103a-3p
8131	PPP1R10|5514	hsa-miR-152-3p
8132	EPN1|29924	hsa-miR-141-3p
8133	SELT|51714	hsa-miR-181b-5p
8134	CCDC43|124808	hsa-miR-30a-5p
8135	USF1|7391	hsa-miR-17-3p
8136	TFF3|7033	hsa-miR-143-3p
8137	ARFIP1|27236	hsa-miR-19b-3p
8138	AP2B1|163	hsa-miR-145-5p
8139	HLA-C|3107	hsa-miR-1301-3p
8140	COMMD6|170622	hsa-miR-106b-5p
8141	PFN2|5217	hsa-miR-20b-5p
8142	MRPL4|51073	hsa-miR-24-3p
8143	NUP35|129401	hsa-miR-17-5p
8144	YPEL2|388403	hsa-miR-30d-5p
8145	PIM2|11040	hsa-miR-24-3p
8146	TRIB3|57761	hsa-miR-24-3p
8147	HN1L|90861	hsa-miR-29a-3p
8148	RHOQ|23433	hsa-miR-127-5p
8149	CLPP|8192	hsa-miR-27b-3p
8150	FNTA|2339	hsa-miR-424-5p
8151	B3GNT1|11041	hsa-miR-200c-3p
8152	ZNF544|27300	hsa-miR-486-5p
8153	LANCL1|10314	hsa-miR-21-5p
8154	IDH1|3417	hsa-miR-92b-3p
8155	PRAF2|11230	hsa-miR-423-5p
8156	SSR3|6747	hsa-miR-30a-5p
8157	CLDN11|5010	hsa-miR-99b-5p
8158	NIPBL|25836	hsa-miR-100-5p
8159	TMEM70|54968	hsa-miR-23a-3p
8160	TRAPPC2L|51693	hsa-miR-22-3p
8161	PICALM|8301	hsa-miR-30a-5p
8162	CLN6|54982	hsa-miR-143-3p
8163	ALDH2|217	hsa-miR-30c-5p
8164	SNX24|28966	hsa-miR-196b-5p
8165	SLC35D2|11046	hsa-let-7d-5p
8166	PHYHIPL|84457	hsa-miR-103a-3p
8167	RALGAPA1|253959	hsa-miR-199a-5p
8168	POLR3G|10622	hsa-miR-26b-5p
8169	HLA-F|3134	hsa-miR-26a-5p
8170	ZNF264|9422	hsa-miR-181a-2-3p
8171	NEK6|10783	hsa-miR-23b-3p
8172	MIDN|90007	hsa-miR-93-5p
8173	WTAP|9589	hsa-miR-141-3p
8174	SNX12|29934	hsa-miR-103a-3p
8175	C9orf69|90120	hsa-miR-130a-3p
8176	GRPEL2|134266	hsa-let-7a-5p
8177	ITGA11|22801	hsa-miR-148a-3p
8178	HSPA12A|259217	hsa-miR-197-3p
8179	SSR1|6745	hsa-miR-196b-5p
8180	CTHRC1|115908	hsa-miR-30c-5p
8181	RAB11A|8766	hsa-miR-30e-3p
8182	SNX18|112574	hsa-miR-30a-5p
8183	CENPQ|55166	hsa-miR-17-5p
8184	MBD3|53615	hsa-miR-151a-5p
8185	YWHAH|7533	hsa-miR-15a-5p
8186	PAPPA|5069	hsa-let-7b-5p
8187	PIP4K2B|8396	hsa-miR-30e-5p
8188	ADNP|23394	hsa-miR-21-5p
8189	ERO1L|30001	hsa-let-7e-5p
8190	DST|667	hsa-miR-181a-3p
8191	HLA-A|3105	hsa-miR-148b-3p
8192	CENPF|1063	hsa-miR-148a-3p
8193	MAP3K2|10746	hsa-miR-106b-5p
8194	TMEM66|51669	hsa-miR-21-3p
8195	ABL1|25	hsa-miR-30e-5p
8196	TGFBR2|7048	hsa-miR-130a-3p
8197	KANK4|163782	hsa-miR-10b-5p
8198	PDCD11|22984	hsa-miR-103a-3p
8199	EZH2|2146	hsa-miR-26b-5p
8200	MAFG|4097	hsa-miR-148a-3p
8201	ANKRD36|375248	hsa-miR-103a-3p
8202	MRPL36|64979	hsa-miR-210-3p
8203	PTPRA|5786	hsa-miR-218-5p
8204	RAB35|11021	hsa-miR-361-3p
8205	NLRP3|114548	hsa-miR-22-3p
8206	TNFRSF21|27242	hsa-miR-106b-5p
8207	AK3|50808	hsa-miR-1271-5p
8208	RAB14|51552	hsa-miR-423-5p
8209	HSBP1|3281	hsa-miR-22-3p
8210	TMED10|10972	hsa-miR-182-5p
8211	ACTR3|10096	hsa-miR-582-3p
8212	BTBD3|22903	hsa-miR-199a-5p
8213	ZNF549|256051	hsa-miR-148a-3p
8214	EMG1|10436	hsa-miR-148b-3p
8215	DR1|1810	hsa-miR-200a-3p
8216	TMEM183A|92703	hsa-miR-16-5p
8217	EPHA4|2043	hsa-miR-106b-5p
8218	VMA21|203547	hsa-miR-155-5p
8219	OSBPL10|114884	hsa-miR-182-5p
8220	ZNF839|55778	hsa-miR-23a-3p
8221	RFC2|5982	hsa-miR-2355-5p
8222	CTHRC1|115908	hsa-let-7g-5p
8223	PGAP2|27315	hsa-miR-29b-3p
8224	CDC25A|993	hsa-let-7g-5p
8225	PIN1|5300	hsa-miR-629-5p
8226	RARB|5915	hsa-miR-30c-5p
8227	TNFRSF6B|8771	hsa-miR-148b-3p
8228	C5orf28|64417	hsa-miR-92a-3p
8229	ZNF140|7699	hsa-miR-766-3p
8230	ITSN1|6453	hsa-miR-181a-5p
8231	GCNT2|2651	hsa-miR-199b-5p
8232	C2orf42|54980	hsa-miR-15b-5p
8233	PDZD11|51248	hsa-miR-93-5p
8234	NAA20|51126	hsa-miR-103a-3p
8235	PTHLH|5744	hsa-miR-17-5p
8236	COL25A1|84570	hsa-miR-30d-5p
8237	NAT14|57106	hsa-let-7c-5p
8238	MRPL43|84545	hsa-miR-106b-5p
8239	RNF170|81790	hsa-miR-145-5p
8240	PRKCI|5584	hsa-miR-103a-3p
8241	LMAN2|10960	hsa-miR-23b-3p
8242	VBP1|7411	hsa-miR-23a-3p
8243	AAGAB|79719	hsa-miR-22-3p
8244	C5orf30|90355	hsa-miR-500a-3p
8245	DUSP6|1848	hsa-miR-145-5p
8246	CDK2AP1|8099	hsa-miR-143-3p
8247	ZCCHC3|85364	hsa-let-7b-5p
8248	RHEB|6009	hsa-miR-199a-5p
8249	ACTG1|71	hsa-miR-199a-5p
8250	SLC25A35|399512	hsa-miR-125a-5p
8251	SGSM2|9905	hsa-miR-127-3p
8252	GDF11|10220	hsa-miR-25-3p
8253	SNX10|29887	hsa-miR-127-5p
8254	ARF6|382	hsa-miR-28-3p
