rank	mrna name	mirna name
4580	C7orf43|55262	hsa-miR-30e-5p
4581	CPSF1|29894	hsa-let-7f-5p
4582	ITM2B|9445	hsa-miR-514a-3p
4583	SLC25A23|79085	hsa-miR-199a-5p
4584	MCOLN1|57192	hsa-miR-204-5p
4585	THRA|7067	hsa-let-7g-5p
4586	TSPAN6|7105	hsa-miR-199a-5p
4587	SLC25A43|203427	hsa-miR-508-3p
4588	FNDC3B|64778	hsa-miR-92a-3p
4589	PIP4K2B|8396	hsa-miR-30d-5p
4590	GADD45A|1647	hsa-miR-152-3p
4591	FAM103A1|83640	hsa-let-7d-5p
4592	FMR1|2332	hsa-miR-148a-3p
4593	COL11A1|1301	hsa-miR-29b-3p
4594	CAMK2N1|55450	hsa-miR-30c-5p
4595	COL9A3|1299	hsa-miR-30d-5p
4596	GOLGA3|2802	hsa-miR-25-3p
4597	CYGB|114757	hsa-miR-324-3p
4598	NR4A3|8013	hsa-miR-93-5p
4599	NEK6|10783	hsa-miR-23b-3p
4600	DNAJC19|131118	hsa-miR-374a-3p
4601	PBX2|5089	hsa-miR-328-3p
4602	ELOVL5|60481	hsa-miR-30a-5p
4603	DENR|8562	hsa-miR-182-5p
4604	DNAJC30|84277	hsa-miR-25-3p
4605	ZNRF1|84937	hsa-miR-30b-5p
4606	PHACTR1|221692	hsa-miR-24-3p
4607	POLR3D|661	hsa-let-7c-5p
4608	ANAPC11|51529	hsa-miR-338-3p
4609	TMUB1|83590	hsa-miR-27b-3p
4610	TFRC|7037	hsa-miR-10b-5p
4611	BLMH|642	hsa-miR-29a-3p
4612	RAB14|51552	hsa-miR-423-3p
4613	ARL8B|55207	hsa-miR-23a-3p
4614	SBF2|81846	hsa-miR-130a-3p
4615	CTSK|1513	hsa-miR-486-5p
4616	SLC12A9|56996	hsa-let-7f-5p
4617	OSBPL3|26031	hsa-miR-181b-5p
4618	RAB15|376267	hsa-let-7g-5p
4619	GNG5|2787	hsa-miR-98-5p
4620	PCMTD1|115294	hsa-miR-28-3p
4621	ZNF655|79027	hsa-miR-23a-3p
4622	PLD3|23646	hsa-let-7c-5p
4623	RAB35|11021	hsa-miR-361-3p
4624	ATP6V1F|9296	hsa-let-7g-5p
4625	C12orf76|400073	hsa-miR-24-3p
4626	NEK3|4752	hsa-let-7c-5p
4627	ATP6V1F|9296	hsa-let-7i-5p
4628	DDTL|100037417	hsa-let-7f-5p
4629	ZNF880|400713	hsa-miR-30c-2-3p
4630	SBDS|51119	hsa-miR-103a-3p
4631	XRN1|54464	hsa-let-7e-5p
4632	TNRC6C|57690	hsa-miR-148a-3p
4633	BAG1|573	hsa-miR-589-5p
4634	NGDN|25983	hsa-miR-500a-3p
4635	POLR2D|5433	hsa-let-7c-5p
4636	KIT|3815	hsa-miR-222-3p
4637	R3HCC1|203069	hsa-miR-744-5p
4638	RDX|5962	hsa-let-7f-5p
4639	GAS8|2622	hsa-miR-211-5p
4640	CDC14A|8556	hsa-miR-103a-3p
4641	ABCE1|6059	hsa-miR-29a-3p
4642	CCNDBP1|23582	hsa-miR-9-5p
4643	TMEM87A|25963	hsa-miR-30a-5p
4644	BRF2|55290	hsa-let-7f-5p
4645	AHNAK|79026	hsa-miR-211-5p
4646	DOK5|55816	hsa-miR-30a-5p
4647	SEC23A|10484	hsa-miR-23a-3p
4648	PRPSAP1|5635	hsa-miR-378a-5p
4649	C9orf72|203228	hsa-miR-30d-5p
4650	C8orf58|541565	hsa-let-7d-5p
4651	DNAJB9|4189	hsa-miR-25-3p
4652	PHLDA1|22822	hsa-miR-181a-5p
4653	ASF1A|25842	hsa-miR-23a-3p
4654	ARID3A|1820	hsa-let-7c-5p
4655	ITPRIPL2|162073	hsa-miR-378a-3p
4656	B3GNT1|11041	hsa-let-7g-5p
4657	SF3B4|10262	hsa-miR-509-3p
4658	USP28|57646	hsa-miR-25-3p
4659	COL1A2|1278	hsa-let-7d-5p
4660	ZNF616|90317	hsa-miR-3200-3p
4661	ARPC3|10094	hsa-miR-26b-5p
4662	PCOLCE2|26577	hsa-miR-92a-3p
4663	ZBTB47|92999	hsa-miR-324-3p
4664	MET|4233	hsa-miR-23a-3p
4665	RAB15|376267	hsa-let-7i-5p
4666	MFAP3|4238	hsa-miR-29a-3p
4667	BRF2|55290	hsa-let-7b-5p
4668	SYBU|55638	hsa-miR-130a-3p
4669	B3GNT1|11041	hsa-let-7i-5p
4670	NEDD9|4739	hsa-miR-451a
4671	XPNPEP1|7511	hsa-miR-29a-3p
4672	MARS2|92935	hsa-let-7i-5p
4673	H1FX|8971	hsa-miR-125a-5p
4674	MARS2|92935	hsa-let-7g-5p
4675	RALY|22913	hsa-let-7b-5p
4676	RAB38|23682	hsa-miR-194-5p
4677	TMEM55A|55529	hsa-miR-16-5p
4678	LMBR1L|55716	hsa-miR-30e-5p
4679	RNF20|56254	hsa-let-7i-5p
4680	UTRN|7402	hsa-let-7f-5p
4681	EMP1|2012	hsa-miR-486-5p
4682	MAP3K5|4217	hsa-miR-181a-3p
4683	ZIK1|284307	hsa-miR-197-3p
4684	VHL|7428	hsa-miR-143-3p
4685	CAMK2N1|55450	hsa-miR-30b-5p
4686	ABT1|29777	hsa-let-7g-5p
4687	SF3B4|10262	hsa-miR-194-5p
4688	ZNF618|114991	hsa-miR-22-3p
4689	MAPRE2|10982	hsa-miR-204-5p
4690	SGPL1|8879	hsa-miR-125a-5p
4691	RAC1|5879	hsa-miR-320a
4692	RNF20|56254	hsa-let-7g-5p
4693	SEPN1|57190	hsa-miR-125a-5p
4694	URM1|81605	hsa-miR-185-3p
4695	ZSWIM7|125150	hsa-miR-24-3p
4696	UBE2V1|7335	hsa-miR-27b-3p
4697	GALNT4|8693	hsa-miR-181b-5p
4698	EVI5L|115704	hsa-miR-34a-5p
4699	WIPI2|26100	hsa-miR-15a-5p
4700	GFM2|84340	hsa-miR-151a-3p
4701	POGK|57645	hsa-miR-22-3p
4702	PBX1|5087	hsa-let-7d-5p
4703	INO80|54617	hsa-miR-148b-3p
4704	HTRA1|5654	hsa-miR-181a-2-3p
4705	ZBTB10|65986	hsa-miR-103a-3p
4706	PCTP|58488	hsa-let-7b-5p
4707	PPT2|9374	hsa-let-7c-5p
4708	NFIB|4781	hsa-miR-30e-5p
4709	FYCO1|79443	hsa-miR-93-5p
4710	ESRRA|2101	hsa-miR-125b-5p
4711	TNFRSF1A|7132	hsa-miR-29c-3p
4712	SMARCA5|8467	hsa-miR-100-5p
4713	FAM3C|10447	hsa-miR-29a-3p
4714	ZNF559|84527	hsa-miR-181d-5p
4715	HSPA1B|3304	hsa-miR-34a-5p
4716	TMEM63B|55362	hsa-miR-148a-3p
4717	ZBTB16|7704	hsa-let-7c-5p
4718	CTDSP1|58190	hsa-miR-451a
4719	NAPB|63908	hsa-miR-29a-3p
4720	ATP13A3|79572	hsa-miR-103a-3p
4721	NDST2|8509	hsa-let-7f-5p
4722	C17orf59|54785	hsa-miR-16-5p
4723	RORA|6095	hsa-miR-30d-5p
4724	URM1|81605	hsa-miR-423-5p
4725	LOXL2|4017	hsa-miR-29a-3p
4726	PPIC|5480	hsa-miR-29a-3p
4727	NDST1|3340	hsa-miR-99b-5p
4728	RAB11FIP4|84440	hsa-let-7i-5p
4729	RAB11FIP4|84440	hsa-let-7g-5p
4730	ADI1|55256	hsa-miR-342-3p
4731	PTPRA|5786	hsa-miR-148b-3p
4732	OGFR|11054	hsa-miR-125a-5p
4733	KCTD17|79734	hsa-let-7b-5p
4734	CALR|811	hsa-miR-148a-3p
4735	PRPF38B|55119	hsa-let-7e-5p
4736	ANKRD13A|88455	hsa-miR-211-5p
4737	C8orf59|401466	hsa-miR-181a-5p
4738	MAPK6|5597	hsa-let-7c-5p
4739	TMF1|7110	hsa-miR-92a-3p
4740	PCNX|22990	hsa-miR-182-5p
4741	CBX6|23466	hsa-miR-423-5p
4742	KCTD3|51133	hsa-miR-29a-3p
4743	ZNF33B|7582	hsa-miR-181a-5p
4744	SERPINB9|5272	hsa-miR-509-3p
4745	STYXL1|51657	hsa-let-7d-5p
4746	DHX57|90957	hsa-let-7a-5p
4747	ASTE1|28990	hsa-miR-191-5p
4748	INPPL1|3636	hsa-miR-423-5p
4749	NAGK|55577	hsa-miR-181a-2-3p
4750	EIF4E3|317649	hsa-miR-148a-3p
4751	NXF1|10482	hsa-miR-99b-5p
4752	VDAC1|7416	hsa-miR-660-5p
4753	DHX58|79132	hsa-miR-378a-3p
4754	WDR59|79726	hsa-miR-423-3p
4755	RNFT1|51136	hsa-let-7d-5p
4756	TACC1|6867	hsa-miR-16-5p
4757	MEIS3|56917	hsa-miR-184
4758	VLDLR|7436	hsa-miR-20a-5p
4759	FOXJ3|22887	hsa-miR-93-5p
4760	NSMCE2|286053	hsa-let-7f-5p
4761	INO80|54617	hsa-miR-152-3p
4762	TNS3|64759	hsa-miR-182-5p
4763	ZBTB9|221504	hsa-miR-423-5p
4764	COMMD2|51122	hsa-miR-29a-3p
4765	SNCG|6623	hsa-miR-103a-3p
4766	TYSND1|219743	hsa-miR-125a-5p
4767	KIAA0195|9772	hsa-miR-181b-5p
4768	ZFP36L1|677	hsa-miR-185-3p
4769	YWHAQ|10971	hsa-miR-27a-3p
4770	GNAI3|2773	hsa-miR-15a-5p
4771	BDH1|622	hsa-miR-125a-5p
4772	ZFP36L1|677	hsa-miR-181b-5p
4773	CDKN1C|1028	hsa-miR-107
4774	VIM|7431	hsa-miR-320a
4775	ZKSCAN1|7586	hsa-miR-532-5p
4776	LDOC1L|84247	hsa-miR-29a-3p
4777	TAX1BP1|8887	hsa-miR-148a-3p
4778	H2AFZ|3015	hsa-miR-132-3p
4779	LNP1|348801	hsa-miR-17-3p
4780	ABHD14B|84836	hsa-let-7c-5p
4781	SLC35E2|728661	hsa-miR-378a-5p
4782	CCNE1|898	hsa-miR-15a-5p
4783	DPH3|285381	hsa-let-7d-5p
4784	RNF187|149603	hsa-miR-423-5p
4785	GPD2|2820	hsa-miR-17-3p
4786	CAPZA2|830	hsa-miR-103a-3p
4787	IGSF8|93185	hsa-miR-30b-3p
4788	CBX3|11335	hsa-miR-30d-5p
4789	IGF2BP2|10644	hsa-let-7i-5p
4790	TRUB2|26995	hsa-miR-340-3p
4791	TBKBP1|9755	hsa-let-7b-5p
4792	PTPN13|5783	hsa-miR-30a-5p
4793	HIP1R|9026	hsa-miR-24-3p
4794	RCN1|5954	hsa-let-7a-5p
4795	CCDC85C|317762	hsa-miR-24-3p
4796	ZFAND6|54469	hsa-miR-181b-5p
4797	ZNF70|7621	hsa-let-7a-5p
4798	PARS2|25973	hsa-let-7f-5p
4799	GNS|2799	hsa-miR-27a-3p
4800	DOLPP1|57171	hsa-miR-30a-5p
4801	ROCK1|6093	hsa-miR-148a-3p
4802	MTOR|2475	hsa-miR-100-5p
4803	SLC35E3|55508	hsa-miR-744-3p
4804	LRIG3|121227	hsa-let-7c-5p
4805	PRR12|57479	hsa-miR-30b-3p
4806	MRPL40|64976	hsa-miR-103a-3p
4807	PIGU|128869	hsa-let-7e-5p
4808	TNPO3|23534	hsa-miR-210-3p
4809	C2orf42|54980	hsa-miR-16-5p
4810	SMAD7|4092	hsa-miR-21-5p
4811	XPO4|64328	hsa-miR-148a-3p
4812	FAM195B|348262	hsa-miR-423-5p
4813	PSMA1|5682	hsa-miR-378c
4814	DMKN|93099	hsa-miR-148a-3p
4815	ZHX2|22882	hsa-miR-34a-5p
4816	C1QTNF6|114904	hsa-miR-423-5p
4817	RSBN1|54665	hsa-miR-92a-3p
4818	NIF3L1|60491	hsa-miR-338-3p
4819	LBH|81606	hsa-miR-532-3p
4820	FOXC1|2296	hsa-miR-138-5p
4821	KCNAB2|8514	hsa-miR-30c-2-3p
4822	CTDSPL|10217	hsa-miR-181b-5p
4823	C8orf33|65265	hsa-miR-500a-3p
4824	C17orf58|284018	hsa-miR-500a-3p
4825	PTGR2|145482	hsa-miR-145-5p
4826	RAD23B|5887	hsa-miR-199b-5p
4827	MTSS1L|92154	hsa-miR-148a-3p
4828	MMP14|4323	hsa-miR-22-3p
4829	FBXL12|54850	hsa-miR-1287-5p
4830	CCDC117|150275	hsa-miR-30d-5p
4831	CDCA4|55038	hsa-miR-15a-5p
4832	METTL7A|25840	hsa-miR-339-5p
4833	ZNF256|10172	hsa-let-7a-5p
4834	VRK2|7444	hsa-miR-378a-3p
4835	POP7|10248	hsa-miR-130a-3p
4836	RCOR1|23186	hsa-miR-22-3p
4837	PDPR|55066	hsa-let-7f-5p
4838	NAGK|55577	hsa-miR-106b-5p
4839	H1FX|8971	hsa-miR-125b-5p
4840	RPP21|79897	hsa-miR-125b-5p
4841	FAS|355	hsa-let-7a-5p
4842	SCD|6319	hsa-let-7g-5p
4843	DAZAP1|26528	hsa-miR-10b-5p
4844	DOCK7|85440	hsa-miR-30c-5p
4845	CLTB|1212	hsa-miR-423-5p
4846	GOLGA7|51125	hsa-let-7a-5p
4847	AIFM3|150209	hsa-miR-210-3p
4848	SSR3|6747	hsa-miR-211-5p
4849	ATP6V1G1|9550	hsa-let-7f-5p
4850	CRTAC1|55118	hsa-miR-455-5p
4851	C9orf69|90120	hsa-miR-296-5p
4852	PTAR1|375743	hsa-let-7c-5p
4853	UBE2D2|7322	hsa-miR-342-3p
4854	SFXN2|118980	hsa-miR-211-5p
4855	INO80D|54891	hsa-miR-30c-5p
4856	ADRB2|154	hsa-let-7e-5p
4857	PMF1|11243	hsa-miR-185-5p
4858	BID|637	hsa-miR-26a-5p
4859	ATPAF1|64756	hsa-let-7i-5p
4860	MDM4|4194	hsa-let-7d-5p
4861	WDR18|57418	hsa-miR-29c-3p
4862	PTP4A3|11156	hsa-miR-22-3p
4863	SLC5A6|8884	hsa-let-7b-5p
4864	AHCTF1|25909	hsa-let-7a-5p
4865	EIF1AX|1964	hsa-miR-103a-3p
4866	PLP2|5355	hsa-miR-664a-3p
4867	ATPAF1|64756	hsa-let-7g-5p
4868	B9D1|27077	hsa-miR-27a-3p
4869	L3MBTL2|83746	hsa-miR-22-3p
4870	NAP1L4|4676	hsa-miR-574-3p
4871	TMEM168|64418	hsa-miR-125a-5p
4872	CALU|813	hsa-miR-30a-5p
4873	EMP1|2012	hsa-miR-148b-3p
4874	RAB14|51552	hsa-miR-423-5p
4875	EDNRB|1910	hsa-miR-29b-3p
4876	SH3PXD2A|9644	hsa-miR-29a-3p
4877	PPP2R3C|55012	hsa-miR-26b-5p
4878	PTEN|5728	hsa-miR-25-3p
4879	CTHRC1|115908	hsa-miR-30d-5p
4880	FBXO25|26260	hsa-miR-23a-3p
4881	ZNF132|7691	hsa-miR-199b-5p
4882	CYB561D1|284613	hsa-miR-24-3p
4883	COL27A1|85301	hsa-let-7b-5p
4884	PGAM5|192111	hsa-miR-103a-3p
4885	TUBA1B|10376	hsa-miR-223-3p
4886	ZHX1|11244	hsa-miR-107
4887	EMP1|2012	hsa-miR-152-3p
4888	RPE|6120	hsa-miR-151a-3p
4889	NEDD9|4739	hsa-miR-103a-3p
4890	INO80D|54891	hsa-miR-30b-5p
4891	EMP1|2012	hsa-miR-508-5p
4892	PEBP1|5037	hsa-miR-181a-5p
4893	PPP6C|5537	hsa-miR-93-5p
4894	WTAP|9589	hsa-miR-23a-3p
4895	NBL1|4681	hsa-miR-93-5p
4896	VLDLR|7436	hsa-miR-182-5p
4897	TP53|7157	hsa-miR-98-5p
4898	SERBP1|26135	hsa-miR-30e-3p
4899	CAPN3|825	hsa-let-7e-5p
4900	GIPC1|10755	hsa-let-7d-5p
4901	TPMT|7172	hsa-miR-509-3p
4902	CCDC97|90324	hsa-miR-185-5p
4903	PLTP|5360	hsa-miR-423-5p
4904	DOCK7|85440	hsa-miR-30b-5p
4905	BCL7C|9274	hsa-miR-193a-5p
4906	EFHD1|80303	hsa-miR-664a-5p
4907	ITGA5|3678	hsa-miR-92a-3p
4908	IMPDH1|3614	hsa-miR-19b-3p
4909	KDSR|2531	hsa-miR-15a-5p
4910	RPS16|6217	hsa-miR-671-5p
4911	RPL15|6138	hsa-miR-186-5p
4912	CDC42SE1|56882	hsa-miR-125a-5p
4913	RPA1|6117	hsa-miR-532-5p
4914	STRADB|55437	hsa-miR-149-5p
4915	CGREF1|10669	hsa-miR-125a-5p
4916	VAMP2|6844	hsa-miR-338-3p
4917	FAM35A|54537	hsa-miR-221-3p
4918	NAV1|89796	hsa-miR-29c-3p
4919	LYRM2|57226	hsa-miR-204-5p
4920	ABT1|29777	hsa-let-7d-5p
4921	NUP43|348995	hsa-miR-92a-3p
4922	LETMD1|25875	hsa-miR-27a-3p
4923	SNX3|8724	hsa-miR-107
4924	DUS1L|64118	hsa-miR-107
4925	FAM127B|26071	hsa-miR-500a-3p
4926	TPM1|7168	hsa-miR-29c-3p
4927	POLD4|57804	hsa-miR-484
4928	INO80D|54891	hsa-miR-185-5p
4929	C5orf15|56951	hsa-miR-29a-3p
4930	ZMYM4|9202	hsa-miR-22-3p
4931	CDC42SE1|56882	hsa-miR-125b-5p
4932	CTSC|1075	hsa-miR-23a-3p
4933	SYNGR1|9145	hsa-miR-22-3p
4934	AVEN|57099	hsa-miR-30d-5p
4935	DPH1|1801	hsa-miR-582-3p
4936	CSNK1A1|1452	hsa-miR-30a-5p
4937	CYB5R1|51706	hsa-miR-328-3p
4938	ZBTB39|9880	hsa-miR-22-3p
4939	CREBZF|58487	hsa-miR-26a-5p
4940	C17orf103|256302	hsa-miR-22-3p
4941	ZNF581|51545	hsa-miR-484
4942	USP34|9736	hsa-miR-29a-3p
4943	SSR2|6746	hsa-miR-30c-1-3p
4944	SESTD1|91404	hsa-miR-29c-3p
4945	CBX3|11335	hsa-miR-34a-5p
4946	SERBP1|26135	hsa-miR-30a-3p
4947	TMUB2|79089	hsa-miR-34a-5p
4948	TSG101|7251	hsa-miR-93-5p
4949	KIT|3815	hsa-miR-34a-5p
4950	RDH10|157506	hsa-let-7a-5p
4951	ARSD|414	hsa-miR-22-3p
4952	SERF1A|8293	hsa-miR-106b-5p
4953	KIAA1671|85379	hsa-miR-30b-3p
4954	PDPR|55066	hsa-let-7b-5p
4955	RRAGD|58528	hsa-miR-17-5p
4956	CERCAM|51148	hsa-let-7f-5p
4957	RALY|22913	hsa-let-7f-5p
4958	UFM1|51569	hsa-let-7d-5p
4959	DYNC2LI1|51626	hsa-let-7a-5p
4960	MRFAP1|93621	hsa-miR-342-3p
4961	IDH1|3417	hsa-miR-30c-5p
4962	ABT1|29777	hsa-let-7i-5p
4963	PQLC2|54896	hsa-let-7d-5p
4964	C17orf58|284018	hsa-miR-23a-3p
4965	ABCB6|10058	hsa-miR-29c-3p
4966	NME4|4833	hsa-let-7d-5p
4967	CORO1C|23603	hsa-miR-182-5p
4968	TBC1D17|79735	hsa-miR-223-3p
4969	SLC36A1|206358	hsa-miR-29a-3p
4970	SRPR|6734	hsa-miR-15a-5p
4971	LIPT2|387787	hsa-let-7a-5p
4972	HNRNPF|3185	hsa-miR-361-3p
4973	NBR1|4077	hsa-miR-22-3p
4974	MED8|112950	hsa-let-7d-5p
4975	TRIM63|84676	hsa-miR-29c-3p
4976	NPLOC4|55666	hsa-miR-17-5p
4977	KLHL3|26249	hsa-miR-199a-3p
4978	DGKQ|1609	hsa-miR-22-3p
4979	NARF|26502	hsa-miR-29a-3p
4980	TGFBR3|7049	hsa-let-7a-5p
4981	ANKRD49|54851	hsa-let-7c-5p
4982	SAE1|10055	hsa-miR-211-5p
4983	PUF60|22827	hsa-miR-106b-3p
4984	SLC6A8|6535	hsa-miR-22-3p
4985	PTEN|5728	hsa-miR-92a-3p
4986	GOLM1|51280	hsa-miR-143-3p
4987	FBXL12|54850	hsa-let-7e-5p
4988	HEATR5B|54497	hsa-miR-24-3p
4989	ARF3|377	hsa-miR-27b-3p
4990	ASPHD1|253982	hsa-miR-125b-5p
4991	KLHL3|26249	hsa-miR-199b-3p
4992	DDX19A|55308	hsa-miR-500a-3p
4993	ZC3H3|23144	hsa-let-7e-5p
4994	THRA|7067	hsa-let-7i-5p
4995	VMA21|203547	hsa-miR-340-3p
4996	AKAP1|8165	hsa-miR-199a-5p
4997	LGI3|203190	hsa-miR-423-5p
4998	CCDC97|90324	hsa-miR-30d-5p
4999	REV1|51455	hsa-miR-30a-5p
5000	VEGFA|7422	hsa-miR-29a-3p
5001	KCTD21|283219	hsa-let-7d-5p
5002	IMPDH1|3614	hsa-miR-99b-5p
5003	RPL22|6146	hsa-miR-210-3p
5004	ANAPC13|25847	hsa-let-7b-5p
5005	SCG5|6447	hsa-miR-23a-3p
5006	CDK7|1022	hsa-miR-199a-3p
5007	RRAGD|58528	hsa-miR-20a-5p
5008	AGTRAP|57085	hsa-miR-125a-5p
5009	FKBP3|2287	hsa-miR-30a-5p
5010	DALRD3|55152	hsa-miR-24-3p
5011	SEMA4C|54910	hsa-let-7b-5p
5012	EEF2K|29904	hsa-let-7a-5p
5013	TTC31|64427	hsa-let-7d-5p
5014	THAP11|57215	hsa-miR-22-3p
5015	PTTG1|9232	hsa-miR-186-5p
5016	PTPN18|26469	hsa-miR-125b-5p
5017	C17orf62|79415	hsa-miR-584-5p
5018	ATP6V0E1|8992	hsa-miR-506-3p
5019	BTF3|689	hsa-miR-27a-5p
5020	ELL|8178	hsa-miR-16-5p
5021	IDH1|3417	hsa-miR-30b-5p
5022	ORMDL3|94103	hsa-miR-22-3p
5023	IGF2BP2|10644	hsa-let-7g-5p
5024	CDK7|1022	hsa-miR-199b-3p
5025	PPP5C|5536	hsa-miR-324-3p
5026	HTATIP2|10553	hsa-miR-125b-5p
5027	TIMM17A|10440	hsa-miR-93-5p
5028	METTL9|51108	hsa-miR-629-5p
5029	WWC2|80014	hsa-miR-22-3p
5030	PDIK1L|149420	hsa-miR-22-3p
5031	EIF4G2|1982	hsa-let-7i-5p
5032	SUDS3|64426	hsa-miR-100-5p
5033	MLKL|197259	hsa-miR-22-3p
5034	ATP2A2|488	hsa-miR-744-5p
5035	ARF6|382	hsa-miR-181b-5p
5036	ELOVL5|60481	hsa-miR-106b-3p
5037	HLA-C|3107	hsa-miR-148b-3p
5038	CLDN12|9069	hsa-let-7e-5p
5039	TSN|7247	hsa-miR-34a-5p
5040	VANGL2|57216	hsa-let-7b-5p
5041	SLC25A45|283130	hsa-miR-30b-3p
5042	NACC1|112939	hsa-miR-361-3p
5043	STXBP6|29091	hsa-miR-23a-3p
5044	BAP1|8314	hsa-miR-185-3p
5045	CDC42SE1|56882	hsa-let-7e-5p
5046	ATG9A|79065	hsa-miR-15b-5p
5047	MKRN1|23608	hsa-miR-181a-5p
5048	IARS2|55699	hsa-miR-30e-3p
5049	SEPT7|989	hsa-miR-30a-5p
5050	ERGIC1|57222	hsa-let-7e-5p
5051	CFDP1|10428	hsa-miR-30e-5p
5052	ZNF709|163051	hsa-miR-199b-5p
5053	SMAP1|60682	hsa-miR-10b-5p
5054	CPSF1|29894	hsa-miR-138-5p
5055	TRIB2|28951	hsa-miR-99a-5p
5056	H6PD|9563	hsa-miR-744-5p
5057	CAND2|23066	hsa-miR-99b-5p
5058	SRP19|6728	hsa-miR-26a-5p
5059	GPI|2821	hsa-miR-132-5p
5060	IL10RB|3588	hsa-miR-328-3p
5061	SH3BP5L|80851	hsa-miR-29b-3p
5062	TMEM55A|55529	hsa-miR-15b-5p
5063	SSR1|6745	hsa-miR-24-3p
5064	TPP1|1200	hsa-miR-3127-5p
5065	AKT3|10000	hsa-miR-15b-5p
5066	RNF146|81847	hsa-miR-181a-2-3p
5067	MARCKSL1|65108	hsa-miR-23a-3p
5068	RSBN1|54665	hsa-miR-22-3p
5069	NINJ1|4814	hsa-miR-138-5p
5070	TSHZ1|10194	hsa-miR-130a-3p
5071	GCC1|79571	hsa-miR-103a-3p
5072	KCTD20|222658	hsa-miR-29c-3p
5073	TRIM3|10612	hsa-miR-93-5p
5074	CPEB4|80315	hsa-let-7f-5p
5075	HPS4|89781	hsa-miR-338-3p
5076	CLCN3|1182	hsa-miR-16-5p
5077	KLHL28|54813	hsa-miR-30e-5p
5078	UBL3|5412	hsa-miR-181a-5p
5079	ZNF256|10172	hsa-miR-188-3p
5080	DPP3|10072	hsa-let-7i-5p
5081	DLGAP4|22839	hsa-miR-744-5p
5082	UHRF2|115426	hsa-let-7c-5p
5083	NUMBL|9253	hsa-miR-34a-5p
5084	TBKBP1|9755	hsa-let-7f-5p
5085	UAP1L1|91373	hsa-miR-423-3p
5086	ZNF791|163049	hsa-miR-181d-5p
5087	JMY|133746	hsa-miR-148a-3p
5088	CSPG4|1464	hsa-miR-3065-3p
5089	TPP1|1200	hsa-let-7i-5p
5090	TPP1|1200	hsa-let-7g-5p
5091	NFIX|4784	hsa-miR-29a-3p
5092	CUL5|8065	hsa-miR-423-3p
5093	ARHGAP17|55114	hsa-miR-107
5094	PCBD1|5092	hsa-miR-193a-5p
5095	ABHD4|63874	hsa-miR-29a-3p
5096	SUCLA2|8803	hsa-miR-532-5p
5097	SBF2|81846	hsa-miR-148a-3p
5098	COL27A1|85301	hsa-let-7f-5p
5099	NAA40|79829	hsa-miR-211-5p
5100	DPP3|10072	hsa-let-7g-5p
5101	RPL41|6171	hsa-miR-584-5p
5102	BAMBI|25805	hsa-miR-19b-3p
5103	CPEB4|80315	hsa-miR-92a-3p
5104	ZNF439|90594	hsa-miR-188-3p
5105	RPL22|6146	hsa-miR-29a-3p
5106	ZNF784|147808	hsa-let-7c-5p
5107	ZFYVE26|23503	hsa-let-7c-5p
5108	TMOD3|29766	hsa-miR-29a-3p
5109	MAFK|7975	hsa-miR-16-5p
5110	NDFIP2|54602	hsa-miR-378a-3p
5111	ACTR2|10097	hsa-miR-151a-3p
5112	DTWD2|285605	hsa-miR-29a-3p
5113	MTHFD1L|25902	hsa-miR-338-3p
5114	MAPK12|6300	hsa-miR-125a-5p
5115	ASB3|51130	hsa-miR-30d-5p
5116	BHLHE41|79365	hsa-miR-532-5p
5117	CCHCR1|54535	hsa-miR-361-3p
5118	ZNF527|84503	hsa-miR-181b-5p
5119	SGPL1|8879	hsa-miR-125b-5p
5120	IKBKAP|8518	hsa-let-7b-5p
5121	ACTR2|10097	hsa-miR-15b-5p
5122	PRPF40A|55660	hsa-miR-30e-5p
5123	NFS1|9054	hsa-miR-15a-5p
5124	SLC35E3|55508	hsa-miR-1307-3p
5125	FRAT2|23401	hsa-miR-29a-3p
5126	ZNF551|90233	hsa-miR-199a-5p
5127	DIS3L2|129563	hsa-miR-125b-5p
5128	CTSB|1508	hsa-miR-186-5p
5129	GNS|2799	hsa-miR-93-5p
5130	PTPRA|5786	hsa-miR-152-3p
5131	KIAA0922|23240	hsa-miR-23a-3p
5132	ERGIC3|51614	hsa-miR-151a-5p
5133	MGRN1|23295	hsa-miR-210-3p
5134	SDHD|6392	hsa-miR-23a-3p
5135	ZNF563|147837	hsa-miR-181b-5p
5136	ARHGAP21|57584	hsa-miR-199a-5p
5137	FNBP4|23360	hsa-miR-22-3p
5138	FAM118A|55007	hsa-let-7a-5p
5139	CALM1|801	hsa-let-7f-5p
5140	SLC35C1|55343	hsa-miR-30c-5p
5141	BZW2|28969	hsa-let-7c-5p
5142	NPEPL1|79716	hsa-let-7b-5p
5143	COX7C|1350	hsa-miR-374a-3p
5144	GPR137B|7107	hsa-miR-17-5p
5145	BAK1|578	hsa-miR-29a-3p
5146	APBB3|10307	hsa-let-7i-5p
5147	NFYA|4800	hsa-miR-148a-3p
5148	HLA-C|3107	hsa-miR-152-3p
5149	RAB22A|57403	hsa-miR-21-5p
5150	SOD3|6649	hsa-miR-744-5p
5151	BTF3L4|91408	hsa-miR-500a-3p
5152	RPL23A|6147	hsa-let-7a-5p
5153	NENF|29937	hsa-miR-3065-3p
5154	ZFP36L2|678	hsa-miR-378a-3p
